7.347148e+002 	-2.068481e+000 	 
7.346263e+002 	-2.066650e+000 	 
7.345378e+002 	-2.068787e+000 	 
7.344493e+002 	-2.070007e+000 	 
7.343608e+002 	-2.068787e+000 	 
7.342723e+002 	-2.069397e+000 	 
7.341838e+002 	-2.068787e+000 	 
7.340953e+002 	-2.069092e+000 	 
7.340068e+002 	-2.069397e+000 	 
7.339183e+002 	-2.068481e+000 	 
7.338298e+002 	-2.069092e+000 	 
7.337413e+002 	-2.070923e+000 	 
7.336528e+002 	-2.070618e+000 	 
7.335643e+002 	-2.067566e+000 	 
7.334758e+002 	-2.069702e+000 	 
7.333873e+002 	-2.068481e+000 	 
7.332988e+002 	-2.068176e+000 	 
7.332103e+002 	-2.069702e+000 	 
7.331218e+002 	-2.070313e+000 	 
7.330333e+002 	-2.070007e+000 	 
7.329448e+002 	-2.070313e+000 	 
7.328563e+002 	-2.069397e+000 	 
7.327678e+002 	-2.071838e+000 	 
7.326793e+002 	-2.070923e+000 	 
7.325908e+002 	-2.071228e+000 	 
7.325023e+002 	-2.070007e+000 	 
7.324138e+002 	-2.069397e+000 	 
7.323253e+002 	-2.072144e+000 	 
7.322368e+002 	-2.071228e+000 	 
7.321484e+002 	-2.071533e+000 	 
7.320599e+002 	-2.070618e+000 	 
7.319714e+002 	-2.071228e+000 	 
7.318829e+002 	-2.071228e+000 	 
7.317944e+002 	-2.071533e+000 	 
7.317059e+002 	-2.072144e+000 	 
7.316174e+002 	-2.072754e+000 	 
7.315289e+002 	-2.071838e+000 	 
7.314404e+002 	-2.074280e+000 	 
7.313519e+002 	-2.071838e+000 	 
7.312634e+002 	-2.071838e+000 	 
7.311749e+002 	-2.071533e+000 	 
7.310864e+002 	-2.071838e+000 	 
7.309979e+002 	-2.070618e+000 	 
7.309094e+002 	-2.070618e+000 	 
7.308209e+002 	-2.070923e+000 	 
7.307324e+002 	-2.072449e+000 	 
7.306439e+002 	-2.071838e+000 	 
7.305554e+002 	-2.070618e+000 	 
7.304669e+002 	-2.071838e+000 	 
7.303784e+002 	-2.071838e+000 	 
7.302899e+002 	-2.073059e+000 	 
7.302014e+002 	-2.073059e+000 	 
7.301129e+002 	-2.072754e+000 	 
7.300244e+002 	-2.073975e+000 	 
7.299359e+002 	-2.073669e+000 	 
7.298474e+002 	-2.072754e+000 	 
7.297589e+002 	-2.073975e+000 	 
7.296704e+002 	-2.073669e+000 	 
7.295819e+002 	-2.072754e+000 	 
7.294934e+002 	-2.073364e+000 	 
7.294049e+002 	-2.074280e+000 	 
7.293164e+002 	-2.072754e+000 	 
7.292279e+002 	-2.073364e+000 	 
7.291394e+002 	-2.073669e+000 	 
7.290509e+002 	-2.071533e+000 	 
7.289624e+002 	-2.071533e+000 	 
7.288739e+002 	-2.073669e+000 	 
7.287854e+002 	-2.073669e+000 	 
7.286970e+002 	-2.072449e+000 	 
7.286085e+002 	-2.075195e+000 	 
7.285200e+002 	-2.073059e+000 	 
7.284315e+002 	-2.072144e+000 	 
7.283430e+002 	-2.073669e+000 	 
7.282545e+002 	-2.073669e+000 	 
7.281660e+002 	-2.074280e+000 	 
7.280775e+002 	-2.072449e+000 	 
7.279890e+002 	-2.072449e+000 	 
7.279005e+002 	-2.072449e+000 	 
7.278120e+002 	-2.071838e+000 	 
7.277234e+002 	-2.074280e+000 	 
7.276349e+002 	-2.073059e+000 	 
7.275464e+002 	-2.073669e+000 	 
7.274579e+002 	-2.073364e+000 	 
7.273694e+002 	-2.073059e+000 	 
7.272809e+002 	-2.072754e+000 	 
7.271924e+002 	-2.073669e+000 	 
7.271039e+002 	-2.073669e+000 	 
7.270155e+002 	-2.074280e+000 	 
7.269270e+002 	-2.074585e+000 	 
7.268385e+002 	-2.073975e+000 	 
7.267500e+002 	-2.074585e+000 	 
7.266615e+002 	-2.075195e+000 	 
7.265730e+002 	-2.073975e+000 	 
7.264845e+002 	-2.074890e+000 	 
7.263960e+002 	-2.075195e+000 	 
7.263075e+002 	-2.074890e+000 	 
7.262190e+002 	-2.076416e+000 	 
7.261305e+002 	-2.074280e+000 	 
7.260420e+002 	-2.075195e+000 	 
7.259535e+002 	-2.074585e+000 	 
7.258650e+002 	-2.074280e+000 	 
7.257765e+002 	-2.073364e+000 	 
7.256880e+002 	-2.074585e+000 	 
7.255995e+002 	-2.073669e+000 	 
7.255110e+002 	-2.075500e+000 	 
7.254225e+002 	-2.073364e+000 	 
7.253340e+002 	-2.074280e+000 	 
7.252455e+002 	-2.074890e+000 	 
7.251570e+002 	-2.074280e+000 	 
7.250685e+002 	-2.074890e+000 	 
7.249800e+002 	-2.073669e+000 	 
7.248915e+002 	-2.074890e+000 	 
7.248030e+002 	-2.074280e+000 	 
7.247145e+002 	-2.075806e+000 	 
7.246260e+002 	-2.075806e+000 	 
7.245375e+002 	-2.073669e+000 	 
7.244490e+002 	-2.075806e+000 	 
7.243605e+002 	-2.074890e+000 	 
7.242720e+002 	-2.074280e+000 	 
7.241835e+002 	-2.075195e+000 	 
7.240950e+002 	-2.075195e+000 	 
7.240065e+002 	-2.075500e+000 	 
7.239180e+002 	-2.072754e+000 	 
7.238295e+002 	-2.076416e+000 	 
7.237410e+002 	-2.075500e+000 	 
7.236526e+002 	-2.073364e+000 	 
7.235641e+002 	-2.073669e+000 	 
7.234756e+002 	-2.074280e+000 	 
7.233871e+002 	-2.075806e+000 	 
7.232986e+002 	-2.074585e+000 	 
7.232101e+002 	-2.073364e+000 	 
7.231216e+002 	-2.075500e+000 	 
7.230331e+002 	-2.077637e+000 	 
7.229446e+002 	-2.074280e+000 	 
7.228561e+002 	-2.073364e+000 	 
7.227676e+002 	-2.073059e+000 	 
7.226791e+002 	-2.073059e+000 	 
7.225906e+002 	-2.073059e+000 	 
7.225021e+002 	-2.074890e+000 	 
7.224136e+002 	-2.072754e+000 	 
7.223251e+002 	-2.073669e+000 	 
7.222366e+002 	-2.075500e+000 	 
7.221481e+002 	-2.073975e+000 	 
7.220596e+002 	-2.074585e+000 	 
7.219711e+002 	-2.073364e+000 	 
7.218826e+002 	-2.073975e+000 	 
7.217941e+002 	-2.074890e+000 	 
7.217056e+002 	-2.073059e+000 	 
7.216171e+002 	-2.075806e+000 	 
7.215286e+002 	-2.074585e+000 	 
7.214401e+002 	-2.073975e+000 	 
7.213516e+002 	-2.073975e+000 	 
7.212631e+002 	-2.076416e+000 	 
7.211746e+002 	-2.073364e+000 	 
7.210861e+002 	-2.075500e+000 	 
7.209976e+002 	-2.075500e+000 	 
7.209091e+002 	-2.075806e+000 	 
7.208206e+002 	-2.074280e+000 	 
7.207321e+002 	-2.075195e+000 	 
7.206436e+002 	-2.075806e+000 	 
7.205551e+002 	-2.075195e+000 	 
7.204666e+002 	-2.074585e+000 	 
7.203781e+002 	-2.075806e+000 	 
7.202896e+002 	-2.076111e+000 	 
7.202012e+002 	-2.077332e+000 	 
7.201127e+002 	-2.076111e+000 	 
7.200242e+002 	-2.075195e+000 	 
7.199357e+002 	-2.077332e+000 	 
7.198472e+002 	-2.075500e+000 	 
7.197587e+002 	-2.075195e+000 	 
7.196702e+002 	-2.073364e+000 	 
7.195817e+002 	-2.075195e+000 	 
7.194932e+002 	-2.074585e+000 	 
7.194047e+002 	-2.076416e+000 	 
7.193162e+002 	-2.076721e+000 	 
7.192277e+002 	-2.076721e+000 	 
7.191392e+002 	-2.076721e+000 	 
7.190507e+002 	-2.076416e+000 	 
